Delivery_person_Age,Delivery_person_Ratings,Distance_km,Order_to_pickup_min,multiple_deliveries,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,Festival,City,Time_taken(min)
31,4.4,13.763896210757977,10.0,1,windy,medium,drinks,motorcycle,no,metropolitian,35
37,4.6,20.179033045443177,15.0,1,cloudy,medium,drinks,scooter,no,metropolitian,30
30,4.8,1.4923568262398723,10.0,1,stormy,low,snack,scooter,no,metropolitian,26
23,4.9,12.421212735966003,5.0,1,fog,jam,snack,motorcycle,no,metropolitian,30
32,4.4,13.788957415778517,15.0,2,sandstorms,jam,buffet,motorcycle,no,metropolitian,43
35,4.7,3.0527511596434675,15.0,0,fog,high,meal,motorcycle,no,urban,33
26,4.6,3.040539883060508,10.0,0,stormy,low,buffet,motorcycle,no,urban,11
25,4.7,4.717601092054723,15.0,1,sunny,jam,buffet,electric_scooter,no,metropolitian,14
28,5.0,12.09937442336077,10.0,0,cloudy,low,meal,motorcycle,no,metropolitian,20
30,4.0,7.46114894864356,10.0,1,stormy,low,drinks,motorcycle,no,metropolitian,27
20,4.6,3.1214062495331607,15.0,1,fog,low,meal,scooter,no,metropolitian,15
32,4.8,4.537418110277337,10.0,1,cloudy,low,meal,scooter,no,urban,16
35,4.5,9.220368460607467,15.0,1,cloudy,low,snack,electric_scooter,no,metropolitian,19
21,4.7,12.419850660252768,15.0,0,windy,jam,snack,motorcycle,no,urban,21
33,4.7,19.659792615101523,10.0,1,fog,low,snack,scooter,no,metropolitian,30
30,4.4,6.232303380306801,5.0,1,windy,high,meal,motorcycle,no,metropolitian,34
37,4.5,12.209717869596636,15.0,0,windy,jam,buffet,scooter,no,urban,25
22,4.0,16.608224637742175,10.0,1,cloudy,jam,meal,motorcycle,no,metropolitian,41
34,4.7,8.940047176804278,15.0,1,sandstorms,medium,snack,motorcycle,no,urban,27
23,4.9,13.98951205355768,10.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,28
38,4.3,11.719801270530105,10.0,2,sandstorms,jam,drinks,electric_scooter,no,metropolitian,39
23,4.9,13.969535082204027,5.0,0,windy,low,buffet,motorcycle,no,metropolitian,15
20,4.6,12.162418131175954,5.0,0,sunny,low,drinks,motorcycle,no,metropolitian,28
25,4.6,4.717601092054723,5.0,0,fog,medium,snack,motorcycle,no,urban,19
25,4.6,12.116946920849994,10.0,1,fog,jam,drinks,motorcycle,no,metropolitian,37
37,4.7,6.128627670485153,10.0,1,sunny,medium,drinks,motorcycle,no,metropolitian,24
21,4.7,4.6104717430464985,10.0,1,cloudy,low,snack,motorcycle,no,metropolitian,24
38,4.8,11.007734763744617,15.0,1,fog,jam,drinks,motorcycle,no,metropolitian,53
34,4.9,2.930314663391813,15.0,1,sandstorms,low,snack,motorcycle,no,urban,22
32,4.9,19.042397449611613,5.0,1,windy,jam,meal,scooter,no,metropolitian,25
26,4.9,12.293290453033771,5.0,1,stormy,medium,meal,motorcycle,no,metropolitian,27
36,4.9,10.865882927764757,15.0,0,sandstorms,low,snack,scooter,no,metropolitian,23
38,4.1,17.074904532035713,10.0,1,stormy,jam,drinks,motorcycle,no,semi-urban,47
29,4.8,12.074047498027575,10.0,1,fog,medium,meal,motorcycle,no,urban,43
35,4.2,10.88093543843387,15.0,2,sandstorms,jam,snack,motorcycle,no,metropolitian,51
23,4.2,13.611254468563875,15.0,1,cloudy,medium,buffet,scooter,no,urban,31
31,4.6,6.209485128886319,15.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,19
21,4.8,1.4898458841183333,5.0,0,sunny,low,buffet,motorcycle,no,metropolitian,16
25,5.0,9.314781588433535,5.0,1,fog,low,drinks,motorcycle,no,metropolitian,18
37,4.0,13.40647565433019,5.0,1,cloudy,jam,buffet,scooter,no,metropolitian,36
28,4.6,19.39585222907509,15.0,1,stormy,jam,meal,motorcycle,no,metropolitian,26
35,4.9,20.180908601250216,10.0,0,fog,medium,buffet,motorcycle,no,urban,49
25,4.6,10.906058503327221,15.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,35
36,4.8,3.0198160202815365,15.0,0,stormy,low,buffet,motorcycle,no,metropolitian,23
31,3.5,13.972036025783177,15.0,1,sandstorms,jam,buffet,scooter,no,metropolitian,40
25,4.7,7.790336733567704,10.0,0,cloudy,medium,meal,motorcycle,no,metropolitian,24
34,4.9,7.60180033473793,5.0,0,fog,low,meal,motorcycle,no,urban,24
27,4.6,2.979599835600764,10.0,1,fog,low,drinks,scooter,no,urban,15
28,4.9,16.412484044174796,10.0,1,fog,jam,snack,scooter,no,metropolitian,38
37,4.5,4.663438748149055,10.0,1,sandstorms,jam,meal,scooter,no,urban,26
31,4.8,16.636744591831217,10.0,1,sunny,medium,meal,scooter,no,urban,17
28,4.9,9.17624749258827,15.0,0,stormy,medium,drinks,scooter,no,metropolitian,25
27,4.7,20.887107461224954,10.0,0,windy,jam,buffet,scooter,no,urban,20
28,4.5,6.120938502923837,10.0,1,sunny,medium,meal,scooter,no,urban,15
29,4.8,8.811629447251413,10.0,0,cloudy,jam,drinks,motorcycle,no,metropolitian,20
24,5.0,3.105091522701049,10.0,0,windy,high,meal,scooter,no,metropolitian,12
34,4.9,7.46060171035436,5.0,1,fog,low,snack,scooter,no,metropolitian,17
21,4.7,3.0593634547239317,10.0,0,stormy,low,buffet,scooter,no,urban,15
29,4.9,6.29013467763468,15.0,0,cloudy,high,snack,motorcycle,no,metropolitian,23
32,4.2,7.719759937618291,5.0,1,sandstorms,medium,meal,motorcycle,no,metropolitian,35
30,4.8,6.210849324534313,5.0,1,cloudy,medium,drinks,motorcycle,no,metropolitian,15
22,4.5,9.07434222926449,10.0,0,stormy,low,meal,scooter,no,metropolitian,18
31,4.9,20.44292976252901,15.0,1,stormy,low,snack,scooter,no,metropolitian,20
32,4.9,3.145067434621583,15.0,1,stormy,low,drinks,scooter,no,metropolitian,25
32,4.6,5.959266895919676,10.0,1,fog,medium,snack,motorcycle,no,urban,25
35,4.8,8.952800909210072,15.0,1,sandstorms,medium,buffet,motorcycle,no,urban,28
30,4.6,20.20525323529291,15.0,1,cloudy,medium,snack,motorcycle,no,metropolitian,43
20,3.6,4.537653689675138,5.0,3,sunny,jam,buffet,motorcycle,yes,metropolitian,46
36,4.1,17.29786575291325,15.0,1,sandstorms,jam,meal,scooter,no,urban,31
22,4.9,20.18125982649362,5.0,1,windy,jam,meal,motorcycle,no,metropolitian,28
37,4.8,20.177742451194362,15.0,1,fog,jam,drinks,motorcycle,no,metropolitian,48
34,4.7,4.53013588790832,15.0,1,sunny,jam,drinks,motorcycle,no,urban,29
39,4.7,10.428262034058305,15.0,1,windy,jam,snack,electric_scooter,no,metropolitian,28
39,3.8,10.72562572441868,15.0,1,sandstorms,jam,meal,scooter,no,urban,42
25,4.6,19.36320422209685,5.0,1,windy,jam,snack,motorcycle,no,metropolitian,26
31,4.0,19.66102221350665,10.0,1,cloudy,jam,meal,electric_scooter,no,metropolitian,48
25,4.6,3.0250598092773755,15.0,1,windy,high,meal,scooter,no,metropolitian,21
31,4.1,20.44292976252901,5.0,2,windy,jam,snack,motorcycle,no,metropolitian,42
29,4.6,7.790158927084966,15.0,1,windy,medium,buffet,electric_scooter,no,urban,21
29,4.8,6.209442398392529,15.0,0,fog,medium,snack,scooter,no,metropolitian,18
31,5.0,6.217860689144307,15.0,1,windy,high,meal,scooter,no,metropolitian,28
27,4.8,7.660840811905797,10.0,1,sunny,low,buffet,scooter,no,metropolitian,19
32,5.0,19.65982489949014,5.0,0,cloudy,jam,meal,motorcycle,no,metropolitian,47
34,4.2,6.0504060616582525,10.0,1,fog,high,meal,scooter,no,metropolitian,37
21,4.8,3.104605953841284,5.0,0,stormy,low,snack,motorcycle,no,metropolitian,10
30,5.0,3.0405415100027917,15.0,1,sunny,low,drinks,electric_scooter,no,metropolitian,19
38,4.4,13.968990746015168,15.0,1,windy,jam,meal,motorcycle,no,urban,32
34,3.7,13.973182653917394,5.0,2,fog,low,meal,motorcycle,no,metropolitian,33
32,4.6,2.937536254378516,5.0,1,stormy,low,drinks,scooter,no,metropolitian,28
20,4.9,16.15438392455014,10.0,1,fog,jam,drinks,motorcycle,no,metropolitian,37
23,5.0,10.641928366460489,10.0,1,windy,low,drinks,motorcycle,no,metropolitian,10
24,4.7,13.787603106955784,10.0,0,windy,low,buffet,scooter,no,metropolitian,12
26,5.0,14.021750803377119,10.0,0,sandstorms,jam,meal,motorcycle,no,metropolitian,18
33,4.3,16.819856608097247,15.0,1,sandstorms,medium,drinks,motorcycle,no,urban,35
31,4.9,3.0201353609999835,5.0,1,sunny,low,snack,electric_scooter,no,metropolitian,19
21,4.7,12.464422665211348,15.0,0,windy,medium,snack,motorcycle,no,metropolitian,25
23,4.6,1.4883352105446686,15.0,1,fog,high,buffet,electric_scooter,no,metropolitian,30
36,4.2,1.4897995018082963,10.0,0,sandstorms,low,drinks,motorcycle,no,metropolitian,34
22,4.3,1.554514382186963,10.0,0,windy,low,drinks,motorcycle,no,metropolitian,27
29,5.0,6.128846407056886,15.0,1,windy,high,buffet,scooter,no,metropolitian,21
34,4.7,12.417792351617555,15.0,0,sandstorms,low,buffet,scooter,no,urban,19
24,4.5,13.971759900424741,10.0,1,cloudy,jam,snack,motorcycle,no,metropolitian,30
35,4.9,7.683332672259472,15.0,1,sunny,medium,snack,motorcycle,no,metropolitian,22
30,4.9,13.583440059634135,5.0,0,cloudy,medium,drinks,motorcycle,no,metropolitian,37
30,4.9,20.853653606522474,5.0,0,sandstorms,low,meal,motorcycle,no,metropolitian,21
33,4.8,17.07395729139767,15.0,1,windy,medium,buffet,scooter,no,urban,23
36,4.1,10.867366120252031,15.0,0,sandstorms,medium,buffet,motorcycle,no,metropolitian,46
39,4.8,1.4652507248457556,15.0,0,stormy,low,meal,scooter,no,metropolitian,22
20,5.0,3.0184094452114865,10.0,0,sunny,low,snack,scooter,no,metropolitian,22
32,4.3,6.049919555217586,15.0,0,windy,medium,snack,motorcycle,no,metropolitian,33
27,5.0,12.256574293065658,15.0,0,stormy,jam,snack,scooter,no,metropolitian,15
27,4.9,14.022136830289478,5.0,1,windy,jam,buffet,motorcycle,no,metropolitian,37
33,4.2,4.656788095044164,10.0,1,windy,medium,drinks,motorcycle,no,urban,35
30,5.0,3.0249963435107836,10.0,1,sunny,low,snack,motorcycle,no,metropolitian,21
30,4.8,4.610254758948449,5.0,1,sunny,low,meal,motorcycle,no,metropolitian,12
21,4.2,13.681056958913906,5.0,1,cloudy,jam,meal,scooter,no,metropolitian,39
36,4.0,11.007734763744617,10.0,1,fog,jam,buffet,scooter,no,metropolitian,39
33,4.8,10.705622903496973,15.0,1,stormy,medium,drinks,scooter,no,metropolitian,30
37,4.7,13.98958472463553,10.0,0,stormy,low,buffet,scooter,no,metropolitian,15
39,5.0,17.29786575291325,10.0,1,cloudy,jam,drinks,scooter,no,metropolitian,37
36,4.6,7.6510644585303815,15.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,26
21,4.8,12.464422665211348,15.0,0,sandstorms,low,drinks,motorcycle,no,metropolitian,19
21,4.8,14.021848812228344,15.0,0,sandstorms,low,snack,scooter,no,urban,12
30,4.6,4.561112369847916,15.0,0,fog,low,buffet,scooter,no,urban,18
30,4.6,6.232179267966144,5.0,1,sandstorms,high,snack,motorcycle,no,metropolitian,45
23,4.6,20.20642094372373,5.0,1,fog,low,snack,motorcycle,no,metropolitian,23
32,4.3,1.536864059415262,15.0,1,windy,low,meal,motorcycle,no,metropolitian,31
32,4.1,2.9962426790626724,15.0,0,sandstorms,low,buffet,motorcycle,no,urban,22
27,4.5,12.162424445777306,10.0,1,cloudy,jam,drinks,motorcycle,no,urban,40
30,4.7,3.116455382882508,10.0,1,cloudy,low,meal,scooter,no,metropolitian,15
31,4.8,13.972751063504559,15.0,1,cloudy,jam,snack,motorcycle,yes,urban,45
36,4.2,1.5126978119717678,10.0,1,sandstorms,low,meal,motorcycle,no,metropolitian,33
28,4.6,10.868212517103021,10.0,1,sandstorms,jam,snack,electric_scooter,no,metropolitian,28
23,4.7,19.688324335752394,10.0,2,fog,jam,meal,motorcycle,no,metropolitian,47
38,5.0,17.164824725882017,10.0,0,cloudy,jam,drinks,motorcycle,no,metropolitian,36
36,4.9,20.18093693173923,5.0,1,sandstorms,jam,drinks,scooter,no,metropolitian,27
22,4.9,1.5320260227341909,5.0,1,cloudy,low,snack,electric_scooter,no,urban,18
27,4.9,10.641581256626232,10.0,1,windy,medium,buffet,electric_scooter,no,metropolitian,24
28,4.6,17.137414711878986,10.0,0,windy,medium,snack,scooter,no,metropolitian,15
36,4.7,16.824864367093813,10.0,1,cloudy,jam,drinks,motorcycle,no,metropolitian,38
22,4.6,5.969045594353118,5.0,0,sandstorms,medium,meal,scooter,no,metropolitian,26
20,4.8,12.580267822400963,5.0,0,stormy,medium,snack,scooter,no,metropolitian,18
35,4.9,7.66074883742589,5.0,0,sunny,jam,meal,scooter,no,metropolitian,21
33,4.7,1.4897343062370803,10.0,1,stormy,low,buffet,scooter,no,metropolitian,22
30,4.7,11.916235157217862,5.0,0,stormy,medium,snack,motorcycle,no,metropolitian,27
24,4.8,9.316238098535406,10.0,1,fog,jam,buffet,motorcycle,no,metropolitian,30
22,4.7,10.710903359654202,5.0,1,fog,medium,snack,motorcycle,no,metropolitian,30
35,4.6,10.5652785705811,10.0,0,stormy,low,buffet,scooter,no,metropolitian,28
21,4.7,6.051108888205776,5.0,1,cloudy,high,drinks,scooter,no,metropolitian,23
21,4.7,9.192770952683547,10.0,1,sunny,medium,snack,scooter,no,metropolitian,17
39,4.3,13.63127120906983,5.0,0,cloudy,jam,meal,motorcycle,yes,metropolitian,44
24,4.6,3.105369890908668,5.0,1,fog,low,buffet,motorcycle,no,metropolitian,24
26,4.7,3.0189069957366157,10.0,1,cloudy,low,drinks,scooter,no,metropolitian,14
35,5.0,7.79094413843958,5.0,1,windy,jam,drinks,scooter,no,metropolitian,33
28,4.7,13.612447554496786,15.0,1,stormy,jam,buffet,motorcycle,no,metropolitian,29
36,4.9,16.830914549955864,15.0,0,fog,medium,drinks,motorcycle,yes,metropolitian,40
37,4.7,12.417487520918895,0.0,1,stormy,low,snack,electric_scooter,no,metropolitian,17
23,4.6,19.975632175541914,15.0,0,windy,medium,buffet,electric_scooter,no,metropolitian,15
35,4.2,8.937919334801594,10.0,1,stormy,low,meal,motorcycle,no,metropolitian,31
23,4.9,2.9766115118201046,5.0,0,fog,low,drinks,motorcycle,no,metropolitian,22
26,4.7,5.958771662511523,10.0,1,cloudy,high,meal,electric_scooter,no,metropolitian,28
24,4.6,3.025344768407918,5.0,1,fog,low,buffet,motorcycle,no,metropolitian,18
20,4.7,20.44292976252901,10.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,24
28,4.6,1.5524171512659315,5.0,0,windy,low,drinks,motorcycle,no,urban,14
25,4.8,14.02323208308448,15.0,1,sunny,low,snack,scooter,no,metropolitian,28
37,4.9,9.193469879776632,0.0,0,windy,low,snack,motorcycle,no,metropolitian,22
37,4.6,3.040697853651633,10.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,26
24,4.7,1.5147941817694572,15.0,0,windy,high,drinks,motorcycle,no,urban,22
31,3.7,13.990192142064847,5.0,0,sandstorms,medium,drinks,motorcycle,no,metropolitian,35
21,4.8,16.825674553493343,5.0,0,sunny,low,snack,scooter,no,metropolitian,29
28,4.6,13.972036025783177,0.0,1,sandstorms,low,meal,motorcycle,no,metropolitian,15
34,4.2,12.079397153885393,10.0,1,fog,jam,drinks,scooter,no,metropolitian,48
36,4.6,10.416963824321584,5.0,1,sunny,jam,snack,motorcycle,no,metropolitian,28
23,4.9,1.4923354860352303,10.0,1,stormy,low,drinks,motorcycle,no,metropolitian,19
28,4.5,9.348433430020535,10.0,0,sandstorms,low,meal,scooter,no,urban,10
28,4.5,1.5525629397903205,10.0,1,fog,low,snack,scooter,no,metropolitian,15
37,4.1,13.989450296958767,5.0,2,sandstorms,jam,drinks,motorcycle,no,metropolitian,33
30,4.6,10.60258238247256,10.0,0,sunny,jam,buffet,scooter,no,metropolitian,18
29,4.7,10.602507301514994,5.0,1,stormy,jam,drinks,scooter,no,metropolitian,29
34,5.0,14.022298282479131,5.0,0,cloudy,low,meal,scooter,no,metropolitian,25
22,4.9,7.761486237714824,5.0,1,stormy,jam,buffet,motorcycle,no,metropolitian,17
35,4.4,7.66052012420465,5.0,1,stormy,medium,snack,motorcycle,no,urban,34
22,5.0,10.59395402438727,15.0,1,windy,medium,snack,scooter,no,metropolitian,18
33,5.0,16.849939918016492,15.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,26
27,4.6,7.600994631258685,10.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,27
25,4.9,9.435201537430714,10.0,1,sandstorms,jam,snack,scooter,no,metropolitian,29
31,3.7,17.137414711878986,15.0,1,stormy,medium,snack,scooter,no,metropolitian,34
23,4.9,10.280582064621875,15.0,1,windy,jam,buffet,scooter,no,metropolitian,21
23,4.8,20.068058717057326,0.0,0,windy,low,buffet,motorcycle,no,metropolitian,13
21,4.6,6.29013467763468,5.0,1,fog,high,drinks,motorcycle,no,metropolitian,23
30,4.6,9.22014751541987,15.0,1,fog,medium,drinks,scooter,no,metropolitian,16
31,4.6,7.684168603439756,5.0,1,cloudy,low,snack,scooter,no,urban,18
31,4.9,4.717601092054723,15.0,1,sunny,jam,meal,motorcycle,no,metropolitian,17
24,4.8,12.41687169160696,5.0,0,sandstorms,medium,meal,motorcycle,no,metropolitian,15
27,4.9,3.027292134044053,5.0,1,cloudy,low,snack,motorcycle,no,urban,18
30,4.4,14.15280068944862,0.0,0,fog,low,buffet,scooter,no,metropolitian,37
38,4.6,6.218076509100711,5.0,1,sandstorms,medium,snack,scooter,no,metropolitian,30
24,4.9,9.17624749258827,10.0,1,sandstorms,jam,meal,motorcycle,no,metropolitian,29
36,4.8,1.560671234748265,15.0,1,sandstorms,low,buffet,motorcycle,no,metropolitian,22
27,4.6,7.772466272035551,10.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,32
32,4.5,3.0589686156370437,15.0,1,windy,low,buffet,motorcycle,no,urban,29
34,4.4,12.419634114062013,10.0,1,fog,low,snack,motorcycle,no,urban,34
30,4.9,7.76260023979039,5.0,1,sandstorms,medium,drinks,scooter,no,metropolitian,26
32,4.6,4.674172124263269,0.0,1,sunny,low,meal,motorcycle,no,metropolitian,21
33,4.9,13.767318777064409,5.0,1,stormy,low,meal,scooter,no,metropolitian,22
32,4.8,9.074573554008944,10.0,1,windy,jam,buffet,motorcycle,no,metropolitian,30
28,5.0,4.610613705052655,10.0,1,sandstorms,medium,snack,motorcycle,no,urban,26
31,5.0,4.537516076226438,5.0,1,windy,jam,snack,scooter,no,metropolitian,27
39,4.6,12.098761963862449,15.0,1,stormy,medium,buffet,motorcycle,no,metropolitian,23
28,4.7,6.232341754608859,10.0,1,cloudy,high,drinks,electric_scooter,no,metropolitian,26
32,4.6,13.63090323633241,10.0,2,cloudy,jam,drinks,scooter,no,metropolitian,40
26,4.1,17.138022132927368,5.0,0,cloudy,medium,snack,scooter,no,metropolitian,31
27,4.8,16.634890709262386,15.0,1,sandstorms,jam,drinks,electric_scooter,no,metropolitian,27
24,4.7,13.895813942912687,15.0,0,fog,medium,meal,scooter,no,urban,29
39,4.8,3.145067434621583,5.0,1,sunny,low,snack,scooter,no,urban,19
38,4.9,3.0295373875696914,5.0,0,stormy,high,snack,motorcycle,no,metropolitian,28
34,4.7,4.717601092054723,5.0,0,sunny,medium,meal,motorcycle,no,metropolitian,20
38,4.8,9.326561838121483,5.0,0,stormy,medium,buffet,motorcycle,no,metropolitian,33
21,4.7,20.206315811338555,10.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,18
25,4.9,10.587023705098991,10.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,22
28,5.0,20.831229799341045,10.0,0,stormy,jam,meal,electric_scooter,no,urban,21
31,4.7,6.049968949184032,15.0,1,cloudy,high,drinks,motorcycle,no,metropolitian,36
37,4.9,19.88015786997755,10.0,1,sandstorms,low,drinks,electric_scooter,no,metropolitian,19
24,4.6,4.636103104060772,10.0,0,cloudy,jam,snack,motorcycle,no,metropolitian,29
34,4.8,16.11367273137103,15.0,1,cloudy,jam,meal,motorcycle,no,metropolitian,41
32,4.6,3.116248509790061,10.0,1,stormy,low,buffet,motorcycle,no,metropolitian,24
35,4.7,4.5883872060778055,5.0,1,windy,low,buffet,scooter,no,metropolitian,25
32,4.0,16.822155609317257,10.0,2,stormy,medium,snack,motorcycle,no,metropolitian,34
32,4.6,1.5544994921789965,15.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,27
37,4.8,12.292722741488559,10.0,1,windy,medium,meal,electric_scooter,no,metropolitian,28
25,4.7,11.007734763744617,15.0,1,sunny,jam,snack,scooter,no,urban,10
39,4.8,12.435256015114375,15.0,0,cloudy,low,buffet,electric_scooter,no,urban,28
33,4.3,3.0644857806760535,5.0,3,stormy,high,drinks,motorcycle,yes,metropolitian,46
23,4.6,12.099896960230076,10.0,1,fog,medium,snack,scooter,no,metropolitian,30
26,5.0,9.349055143284817,10.0,1,windy,medium,drinks,motorcycle,no,metropolitian,28
39,4.3,6.147215320061788,15.0,1,sandstorms,high,snack,motorcycle,no,metropolitian,37
31,4.3,10.641042055468692,10.0,1,fog,medium,drinks,scooter,yes,metropolitian,41
31,3.8,14.15280068944862,10.0,1,sandstorms,medium,drinks,motorcycle,no,metropolitian,32
24,4.7,1.5136437138948347,5.0,0,sunny,low,drinks,motorcycle,no,urban,17
31,4.7,13.68148555689137,5.0,0,stormy,medium,snack,scooter,no,metropolitian,23
20,5.0,11.983297481116157,10.0,1,sunny,jam,meal,scooter,no,metropolitian,14
23,4.6,10.756961091860271,5.0,1,fog,medium,drinks,motorcycle,no,metropolitian,31
39,4.1,16.824331819052116,5.0,1,stormy,jam,snack,electric_scooter,no,metropolitian,39
23,4.6,6.128249797982013,5.0,0,cloudy,high,meal,motorcycle,no,metropolitian,21
23,4.9,12.417792351617555,10.0,0,fog,medium,snack,scooter,no,metropolitian,25
33,4.6,6.29013467763468,15.0,1,windy,high,snack,motorcycle,no,metropolitian,26
23,4.7,20.182685858169084,10.0,0,stormy,low,meal,scooter,no,metropolitian,18
24,4.7,7.7194548466544495,5.0,0,windy,medium,meal,electric_scooter,no,urban,22
39,4.1,13.973206773137713,15.0,1,windy,medium,snack,motorcycle,no,metropolitian,34
21,4.3,10.72504264384306,5.0,1,fog,medium,snack,scooter,no,metropolitian,38
37,4.1,3.0184094452114865,15.0,0,fog,high,meal,motorcycle,no,metropolitian,33
20,4.9,17.07353769061412,15.0,0,sandstorms,medium,meal,scooter,no,metropolitian,20
34,4.8,6.11924534302912,10.0,1,sandstorms,high,meal,scooter,no,metropolitian,30
20,4.3,4.5883872060778055,5.0,0,windy,low,drinks,motorcycle,no,metropolitian,15
27,4.9,19.043190708658745,5.0,0,windy,low,buffet,electric_scooter,no,metropolitian,18
34,4.9,1.572533729286321,15.0,1,fog,low,snack,electric_scooter,no,urban,18
27,4.9,1.5454029750341658,10.0,0,sunny,low,buffet,motorcycle,no,metropolitian,16
36,4.7,16.903235903519843,10.0,0,fog,low,meal,electric_scooter,no,metropolitian,27
32,4.9,16.85270156392274,15.0,0,sunny,medium,buffet,motorcycle,no,metropolitian,25
26,5.0,6.03744523636816,5.0,1,sandstorms,high,snack,motorcycle,no,metropolitian,22
27,4.7,19.364487993280896,10.0,1,sunny,jam,snack,motorcycle,no,metropolitian,29
33,4.3,17.138077427627866,15.0,0,windy,jam,meal,electric_scooter,no,metropolitian,36
34,4.6,20.176709024393567,10.0,2,cloudy,jam,drinks,motorcycle,yes,metropolitian,48
23,4.9,19.615926964388624,15.0,1,sandstorms,medium,buffet,scooter,no,metropolitian,28
31,4.3,4.589834614418373,15.0,1,fog,jam,buffet,motorcycle,no,metropolitian,32
33,4.8,6.118471180690497,15.0,1,stormy,medium,meal,motorcycle,no,metropolitian,33
32,4.2,20.206315811338555,10.0,0,fog,medium,meal,scooter,no,urban,36
36,4.3,1.5203013368536653,5.0,0,windy,low,meal,motorcycle,no,metropolitian,23
21,4.8,9.07462863182012,5.0,1,windy,medium,drinks,motorcycle,no,metropolitian,23
33,4.4,19.08722804529813,5.0,1,stormy,medium,meal,motorcycle,no,metropolitian,33
29,4.7,3.018883117682491,10.0,0,windy,low,drinks,motorcycle,no,metropolitian,10
37,5.0,13.760880474936114,10.0,1,windy,jam,drinks,motorcycle,no,metropolitian,48
24,4.4,17.09799694004444,15.0,1,fog,medium,meal,scooter,no,metropolitian,31
22,4.0,20.85157880964364,5.0,1,cloudy,jam,meal,scooter,no,metropolitian,43
36,4.1,8.953274723589717,10.0,1,sandstorms,jam,buffet,motorcycle,no,metropolitian,38
32,4.0,13.682511992314726,10.0,2,stormy,medium,drinks,motorcycle,yes,metropolitian,47
22,4.0,13.787803344501583,15.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,39
30,4.6,4.717601092054723,15.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,25
27,4.6,7.573462889023675,10.0,1,stormy,jam,meal,motorcycle,no,metropolitian,14
36,4.4,10.594842179011279,10.0,0,cloudy,low,meal,motorcycle,no,metropolitian,42
20,3.7,7.80279377922801,5.0,1,sunny,jam,snack,motorcycle,no,urban,47
30,5.0,9.07437751153265,5.0,1,cloudy,jam,snack,motorcycle,no,metropolitian,33
39,4.6,20.85246594803466,15.0,1,sunny,jam,drinks,motorcycle,no,metropolitian,15
30,4.2,6.037118440222451,5.0,0,sandstorms,high,drinks,motorcycle,no,metropolitian,45
32,5.0,7.648947507755509,10.0,1,cloudy,jam,drinks,scooter,no,urban,28
33,5.0,13.680927409309072,5.0,1,sunny,medium,drinks,scooter,no,metropolitian,17
39,4.6,4.527535939190659,10.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,28
27,4.9,10.417148727806453,5.0,1,stormy,jam,snack,motorcycle,no,urban,29
34,4.4,4.657649165910802,5.0,1,windy,medium,buffet,motorcycle,no,urban,33
22,4.6,19.65982489949014,5.0,0,stormy,medium,buffet,scooter,no,metropolitian,16
36,4.3,19.470884197808502,5.0,1,windy,jam,meal,motorcycle,no,metropolitian,35
25,4.7,19.3626986679347,15.0,1,cloudy,jam,meal,motorcycle,yes,metropolitian,44
21,4.6,12.464369459117805,15.0,0,windy,jam,meal,motorcycle,no,metropolitian,17
22,4.2,1.4981425885986375,5.0,3,sunny,high,drinks,motorcycle,no,metropolitian,53
32,5.0,13.990151177257511,15.0,1,windy,medium,buffet,motorcycle,yes,metropolitian,49
38,4.7,7.342525901901799,5.0,1,sandstorms,jam,buffet,scooter,no,urban,32
32,4.6,6.232303380306801,5.0,1,cloudy,high,snack,electric_scooter,no,metropolitian,39
37,4.5,14.15280068944862,10.0,1,windy,medium,meal,scooter,no,metropolitian,38
36,5.0,4.66345622976206,5.0,1,cloudy,jam,drinks,scooter,no,metropolitian,27
28,4.7,16.368369640858596,10.0,0,windy,jam,snack,scooter,no,metropolitian,24
21,5.0,19.884989093916975,15.0,0,sunny,jam,drinks,motorcycle,no,metropolitian,17
28,4.0,12.074114327172765,15.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,33
28,4.8,9.435201537430714,5.0,1,windy,jam,meal,motorcycle,no,metropolitian,24
35,4.7,3.145067434621583,10.0,0,cloudy,low,snack,scooter,no,metropolitian,15
34,5.0,16.81997876421149,5.0,1,sandstorms,medium,meal,scooter,no,metropolitian,21
27,4.5,6.081440797008078,10.0,0,windy,high,snack,motorcycle,no,metropolitian,10
26,4.7,1.5605576364539593,10.0,1,windy,low,drinks,scooter,no,metropolitian,19
